scenario,seed,num_chargers,total_arrivals,charged,gave_up,pct_gave_up,avg_waiting_time,avg_walk_m,util_mean,util_max,chosen_fids
add_chargers_18,9,18,502,465,0,0.0,0.7438420317106339,62.449927367979356,0.29294753086419756,0.29294753086419756,1;7;17;19;17;78;2;30;61;83;16;53;69;40;4;28;12;72
add_chargers_22,0,22,502,468,0,0.0,0.8030907031085815,84.27044720097408,0.24047348484848483,0.24047348484848483,1;7;17;19;17;3;116;34;34;51;12;81;23;31;2;89;91;23;20;25;42;52
add_chargers_22,1,22,502,479,0,0.0,0.42281633992928974,55.737132148795254,0.243510101010101,0.243510101010101,1;7;17;19;17;72;46;2;20;61;21;62;49;44;74;56;48;30;23;3;78;68
add_chargers_22,2,22,502,467,0,0.0,1.024759966760908,64.19908822517208,0.23917929292929294,0.23917929292929294,1;7;17;19;17;45;74;117;84;81;14;80;70;73;90;68;56;4;63;26;57;54
add_chargers_22,3,22,502,484,0,0.0,1.1014511783418997,77.259550527231,0.2506439393939394,0.2506439393939394,1;7;17;19;17;58;90;25;55;34;21;80;82;23;32;29;74;72;26;77;27;30
add_chargers_22,4,22,502,476,0,0.0,1.0761087776161566,58.98577938321658,0.2492108585858586,0.2492108585858586,1;7;17;19;17;68;27;18;87;48;3;63;77;31;26;14;36;71;117;15;32;45
add_chargers_22,5,22,502,466,0,0.0,0.27896995708154504,48.3947616396582,0.23926136363636363,0.23926136363636363,1;7;17;19;17;71;77;49;15;21;12;35;32;67;14;65;9;3;36;87;68;55
add_chargers_22,6,22,502,477,0,0.0,0.24109014675052412,38.150412981827515,0.24484217171717174,0.24484217171717174,1;7;17;19;17;45;34;89;69;10;13;90;18;61;60;73;14;27;3;38;50;2
add_chargers_22,7,22,502,482,0,0.0,0.470954356846473,47.16805800428949,0.24553030303030302,0.24553030303030302,1;7;17;19;17;77;22;3;66;10;67;39;91;15;4;32;42;15;71;41;64;28
add_chargers_22,8,22,502,474,0,0.0,0.13924050632911392,49.513640202605124,0.2466603535353535,0.2466603535353535,1;7;17;19;17;83;27;18;9;61;40;13;75;5;30;36;85;12;10;47;49;54
add_chargers_22,9,22,502,466,0,0.0,0.5373111640674597,50.946126046575884,0.2399810606060606,0.2399810606060606,1;7;17;19;17;78;2;30;61;83;16;53;69;40;4;28;12;72;89;44;23;25
add_chargers_26,0,26,502,468,0,0.0,0.9835748908072338,69.87222020154289,0.20382478632478632,0.20382478632478632,1;7;17;19;17;3;116;34;34;51;12;81;23;31;2;89;91;23;20;25;42;52;4;5;82;124
add_chargers_26,1,26,502,479,0,0.0,0.4363256784968685,48.967424543607954,0.2063301282051282,0.2063301282051282,1;7;17;19;17;72;46;2;20;61;21;62;49;44;74;56;48;30;23;3;78;68;18;87;53;31
add_chargers_26,2,26,502,466,0,0.0,0.3562231759656652,52.936135899248036,0.202099358974359,0.202099358974359,1;7;17;19;17;45;74;117;84;81;14;80;70;73;90;68;56;4;63;26;57;54;72;62;8;16
add_chargers_26,3,26,502,484,0,0.0,0.9406014134585094,57.30815721265746,0.21207799145299144,0.21207799145299144,1;7;17;19;17;58;90;25;55;34;21;80;82;23;32;29;74;72;26;77;27;30;37;52;30;42
add_chargers_26,4,26,502,475,0,0.0,1.1534075133789559,59.125205823627475,0.210357905982906,0.210357905982906,1;7;17;19;17;68;27;18;87;48;3;63;77;31;26;14;36;71;117;15;32;45;42;79;89;24
add_chargers_26,5,26,502,466,0,0.0,0.15021459227467812,39.2018705243496,0.20272970085470085,0.20272970085470085,1;7;17;19;17;71;77;49;15;21;12;35;32;67;14;65;9;3;36;87;68;55;30;10;37;116
add_chargers_26,6,26,502,476,0,0.0,0.17857142857142858,33.4316152327614,0.20689102564102563,0.20689102564102563,1;7;17;19;17;45;34;89;69;10;13;90;18;61;60;73;14;27;3;38;50;2;11;39;21;44
add_chargers_26,7,26,502,482,0,0.0,0.533195020746888,47.058618267340634,0.20792200854700854,0.20792200854700854,1;7;17;19;17;77;22;3;66;10;67;39;91;15;4;32;42;15;71;41;64;28;20;75;30;44
add_chargers_26,8,26,502,474,0,0.0,0.10759493670886076,45.226900731373824,0.20846153846153845,0.20846153846153845,1;7;17;19;17;83;27;18;9;61;40;13;75;5;30;36;85;12;10;47;49;54;15;45;67;82
add_chargers_26,9,26,502,466,0,0.0,0.31874900611599777,45.89665749539668,0.20289529914529916,0.20289529914529916,1;7;17;19;17;78;2;30;61;83;16;53;69;40;4;28;12;72;89;44;23;25;58;65;41;88
add_chargers_30,0,30,502,468,0,0.0,0.8961851494713057,57.83661685690666,0.17669444444444443,0.17669444444444443,1;7;17;19;17;3;116;34;34;51;12;81;23;31;2;31;89;91;23;20;30;42;52;4;5;82;117;32;28;63
add_chargers_30,1,30,502,479,0,0.0,0.25371404347835025,45.90808054358855,0.17875462962962965,0.17875462962962965,1;7;17;19;17;72;46;2;20;61;21;62;49;44;74;56;48;23;3;78;68;18;87;53;34;31;76;117;40;86
add_chargers_30,2,30,502,466,0,0.0,0.26180257510729615,45.0766007425216,0.17491666666666666,0.17491666666666666,1;7;17;19;17;45;74;117;84;81;14;80;70;73;90;68;56;4;63;26;57;54;72;62;8;16;21;33;21;20
add_chargers_30,3,30,502,484,0,0.0,0.6472246194281667,44.144206566013075,0.18378703703703705,0.18378703703703705,1;7;17;19;17;58;90;25;55;34;117;21;80;82;23;116;29;74;72;26;77;27;30;37;52;42;5;61;57;54
add_chargers_30,4,30,502,475,0,0.0,1.1639338291684296,56.30563487000336,0.1825,0.1825,1;7;17;19;17;68;27;18;87;48;3;63;77;31;26;14;36;71;15;117;45;42;32;79;89;24;12;15;27;5
add_chargers_30,5,30,502,466,0,0.0,0.12875536480686695,34.505053757360685,0.17548611111111112,0.17548611111111112,1;7;17;19;17;71;77;49;15;21;12;35;32;67;14;65;9;3;36;87;28;68;55;10;24;37;57;62;44;86
add_chargers_30,6,30,502,476,0,0.0,0.15126050420168066,31.422719953806066,0.17917592592592593,0.17917592592592593,1;7;17;19;17;45;34;89;69;10;13;90;18;115;61;60;73;14;27;3;38;50;2;11;39;44;49;54;56;80
add_chargers_30,7,30,502,482,0,0.0,0.533195020746888,44.11236806191213,0.1802037037037037,0.1802037037037037,1;7;17;19;17;77;22;3;66;10;67;39;91;15;4;32;32;34;42;15;71;41;64;22;21;20;75;30;44;13
add_chargers_30,8,30,502,474,0,0.0,0.08649789029535865,42.75138712516849,0.1809398148148148,0.1809398148148148,1;7;17;19;17;83;27;18;9;61;40;13;75;5;30;36;85;12;10;47;49;54;15;45;67;82;25;22;34;28
add_chargers_30,9,30,502,467,0,0.0,0.2987945114562205,44.111844952516016,0.17617592592592593,0.17617592592592593,1;7;17;19;17;78;2;30;61;83;16;53;69;40;4;28;12;72;27;89;44;23;58;29;117;24;65;41;88;30
scale_both_c4_m1p0,0,4,502,259,224,44.6215139442231,8.34137848974261,233.73119810436458,0.7200347222222223,0.7200347222222223,1;7;17;19
scale_both_c4_m1p0,1,4,502,233,254,50.59760956175299,8.06693045542143,228.93696103901624,0.6618055555555555,0.6618055555555555,1;7;17;19
scale_both_c4_m1p0,2,4,502,234,249,49.60159362549801,7.960278647250183,232.07500453385737,0.6515277777777778,0.6515277777777778,1;7;17;19
scale_both_c4_m1p0,3,4,502,171,320,63.745019920318725,7.988894556625888,233.40645876571,0.4801388888888889,0.4801388888888889,1;7;17;19
scale_both_c4_m1p0,4,4,502,202,287,57.171314741035864,7.758982510513903,216.164585137492,0.5767708333333333,0.5767708333333333,1;7;17;19
scale_both_c4_m1p0,5,4,502,218,265,52.788844621513945,6.854427541682002,204.2529680698028,0.6177777777777778,0.6177777777777778,1;7;17;19
scale_both_c4_m1p0,6,4,502,274,209,41.63346613545817,8.236231123082861,226.1908498608226,0.7720486111111111,0.7720486111111111,1;7;17;19
scale_both_c4_m1p0,7,4,502,220,264,52.589641434262944,8.044782977289062,220.71164653761443,0.6240972222222222,0.6240972222222222,1;7;17;19
scale_both_c4_m1p0,8,4,502,264,217,43.22709163346614,8.168822048795318,236.26031347310078,0.7347569444444444,0.7347569444444444,1;7;17;19
scale_both_c4_m1p0,9,4,502,264,215,42.82868525896414,7.8892670341905475,227.8130589103437,0.7304861111111111,0.7304861111111111,1;7;17;19
scale_both_c4_m1p5,0,4,757,187,547,72.25891677675033,9.579610293057371,248.3461660422415,0.5237152777777778,0.5237152777777778,1;7;17;19
scale_both_c4_m1p5,1,4,757,195,546,72.12681638044914,9.871705987984164,243.61559945267942,0.5447569444444444,0.5447569444444444,1;7;17;19
scale_both_c4_m1p5,2,4,757,185,554,73.18361955085865,8.622001501604144,240.56307606005925,0.5319444444444444,0.5319444444444444,1;7;17;19
scale_both_c4_m1p5,3,4,757,196,542,71.59841479524438,9.990450973195008,249.75912720726566,0.5779513888888889,0.5779513888888889,1;7;17;19
scale_both_c4_m1p5,4,4,757,202,534,70.54161162483487,10.658953600641569,256.3919626555792,0.5701736111111111,0.5701736111111111,1;7;17;19
scale_both_c4_m1p5,5,4,757,209,523,69.0885072655218,9.37496533153262,239.01770282643474,0.5943055555555555,0.5943055555555555,1;7;17;19
scale_both_c4_m1p5,6,4,757,157,582,76.88243064729194,9.672201769465715,243.83127730873798,0.4548263888888889,0.4548263888888889,1;7;17;19
scale_both_c4_m1p5,7,4,757,174,568,75.0330250990753,9.863354347853704,240.76128278922997,0.5054166666666666,0.5054166666666666,1;7;17;19
scale_both_c4_m1p5,8,4,757,176,556,73.44782034346103,9.603123623942805,249.9893711358368,0.4961805555555555,0.4961805555555555,1;7;17;19
scale_both_c4_m1p5,9,4,757,178,557,73.57992073976222,10.647763176868395,261.1835445169162,0.5102777777777777,0.5102777777777777,1;7;17;19
scale_both_c4_m2p2,0,4,1106,175,906,81.91681735985533,10.561037697032015,253.34965393672897,0.5075694444444444,0.5075694444444444,1;7;17;19
scale_both_c4_m2p2,1,4,1106,139,945,85.44303797468355,11.160443167675034,247.6569148860834,0.39875,0.39875,1;7;17;19
scale_both_c4_m2p2,2,4,1106,122,958,86.61844484629296,9.989808138498692,238.5274549811626,0.3522222222222222,0.3522222222222222,1;7;17;19
scale_both_c4_m2p2,3,4,1106,120,961,86.88969258589512,9.961180045990705,239.7421758401266,0.35315972222222225,0.35315972222222225,1;7;17;19
scale_both_c4_m2p2,4,4,1106,139,943,85.26220614828209,10.592284105965108,253.03713832058682,0.39239583333333333,0.39239583333333333,1;7;17;19
scale_both_c4_m2p2,5,4,1106,147,927,83.81555153707052,10.083254958858607,258.4100159549762,0.42215277777777777,0.42215277777777777,1;7;17;19
scale_both_c4_m2p2,6,4,1106,137,949,85.80470162748644,11.266935731823589,265.0903008577951,0.3967013888888889,0.3967013888888889,1;7;17;19
scale_both_c4_m2p2,7,4,1106,122,967,87.43218806509945,11.455230907156155,248.71135769435486,0.34076388888888887,0.34076388888888887,1;7;17;19
scale_both_c4_m2p2,8,4,1106,127,955,86.34719710669077,10.135692543627517,247.7171383833532,0.3771875,0.3771875,1;7;17;19
scale_both_c4_m2p2,9,4,1106,99,981,88.69801084990958,9.077423107864893,225.04674208749583,0.2800347222222222,0.2800347222222222,1;7;17;19
scale_both_c4_m3p0,0,4,1506,114,1365,90.63745019920319,10.921613991593166,255.49741822382637,0.33375,0.33375,1;7;17;19
scale_both_c4_m3p0,1,4,1506,113,1364,90.57104913678619,10.52317101586573,240.30673267047274,0.32840277777777777,0.32840277777777777,1;7;17;19
scale_both_c4_m3p0,2,4,1506,92,1383,91.83266932270917,9.416285479723822,210.33946454892614,0.2576736111111111,0.2576736111111111,1;7;17;19
scale_both_c4_m3p0,3,4,1506,121,1348,89.50863213811421,11.064281292540398,243.68848209010386,0.35812499999999997,0.35812499999999997,1;7;17;19
scale_both_c4_m3p0,4,4,1506,98,1379,91.56706507304116,10.139563979197948,257.53374936749304,0.2753125,0.2753125,1;7;17;19
scale_both_c4_m3p0,5,4,1506,109,1362,90.43824701195219,11.634813615875,266.9325523963098,0.3103472222222222,0.3103472222222222,1;7;17;19
scale_both_c4_m3p0,6,4,1506,95,1383,91.83266932270917,9.879199112942075,243.55534011655493,0.2667013888888889,0.2667013888888889,1;7;17;19
scale_both_c4_m3p0,7,4,1506,109,1376,91.36786188579016,11.274318075614378,259.2518249520172,0.3214236111111111,0.3214236111111111,1;7;17;19
scale_both_c4_m3p0,8,4,1506,88,1390,92.29747675962815,10.252298754743144,246.7299936374927,0.25225694444444446,0.25225694444444446,1;7;17;19
scale_both_c4_m3p0,9,4,1506,74,1410,93.62549800796812,10.94070361418231,257.393515345071,0.2089236111111111,0.2089236111111111,1;7;17;19
scale_both_c4_m4p0,0,4,2008,79,1889,94.07370517928287,11.26085747942689,247.430394846737,0.23364583333333333,0.23364583333333333,1;7;17;19
scale_both_c4_m4p0,1,4,2008,89,1881,93.67529880478087,11.260165865656775,246.6674088617315,0.2520486111111111,0.2520486111111111,1;7;17;19
scale_both_c4_m4p0,2,4,2008,97,1878,93.52589641434263,11.022061354054125,260.64512385821496,0.2817013888888889,0.2817013888888889,1;7;17;19
scale_both_c4_m4p0,3,4,2008,97,1872,93.22709163346613,10.336470691322988,257.04173552964767,0.27545138888888887,0.27545138888888887,1;7;17;19
scale_both_c4_m4p0,4,4,2008,105,1864,92.82868525896414,11.363630776523411,269.61418162006873,0.2955902777777778,0.2955902777777778,1;7;17;19
scale_both_c4_m4p0,5,4,2008,95,1875,93.37649402390437,9.214038614886707,241.13908730851557,0.28184027777777776,0.28184027777777776,1;7;17;19
scale_both_c4_m4p0,6,4,2008,82,1888,94.02390438247012,9.733320313054687,244.42826473782185,0.2382638888888889,0.2382638888888889,1;7;17;19
scale_both_c4_m4p0,7,4,2008,92,1887,93.97410358565737,9.45183517285287,221.02126922979983,0.2595486111111111,0.2595486111111111,1;7;17;19
scale_both_c4_m4p0,8,4,2008,66,1906,94.9203187250996,10.26605008199166,237.3630776531207,0.1898263888888889,0.1898263888888889,1;7;17;19
scale_both_c4_m4p0,9,4,2008,66,1914,95.3187250996016,10.324076122138255,227.4865878075788,0.1764236111111111,0.1764236111111111,1;7;17;19
scale_both_c6_m1p0,0,6,502,360,113,22.50996015936255,9.996643811172607,212.25212298375635,0.6721064814814816,0.6721064814814816,1;7;17;19;17;3
scale_both_c6_m1p0,1,6,502,395,82,16.334661354581673,8.450718313129707,183.51176330175193,0.7379861111111111,0.7379861111111111,1;7;17;19;17;72
scale_both_c6_m1p0,2,6,502,351,123,24.50199203187251,10.173825583661813,200.94781859720635,0.6685416666666667,0.6685416666666667,1;7;17;19;17;45
scale_both_c6_m1p0,3,6,502,374,106,21.115537848605577,10.977754064219496,232.70226105133136,0.7114351851851852,0.7114351851851852,1;7;17;19;17;58
scale_both_c6_m1p0,4,6,502,351,131,26.095617529880478,10.570727990105231,205.16116784804996,0.6677083333333335,0.6677083333333335,1;7;17;19;17;68
scale_both_c6_m1p0,5,6,502,402,62,12.350597609561753,6.896805604475171,171.11717548006354,0.7528703703703704,0.7528703703703704,1;7;17;19;17;71
scale_both_c6_m1p0,6,6,502,396,79,15.737051792828685,9.676301032803794,194.65917178662912,0.7456712962962962,0.7456712962962962,1;7;17;19;17;45
scale_both_c6_m1p0,7,6,502,437,43,8.565737051792828,6.6355906127596125,161.05990155309155,0.8139351851851852,0.8139351851851852,1;7;17;19;17;77
scale_both_c6_m1p0,8,6,502,399,72,14.342629482071715,9.182117741208316,219.63517745359212,0.7625694444444444,0.7625694444444444,1;7;17;19;17;83
scale_both_c6_m1p0,9,6,502,387,82,16.334661354581673,8.495389409780298,190.12796328119293,0.7297222222222222,0.7297222222222222,1;7;17;19;17;78
scale_both_c6_m1p5,0,6,757,305,421,55.61426684280053,13.929075084445698,241.94155159902593,0.5614583333333333,0.5614583333333333,1;7;17;19;17;22
scale_both_c6_m1p5,1,6,757,413,309,40.81902245706737,12.296835764520647,213.66855967680175,0.7804861111111111,0.7804861111111111,1;7;17;19;17;79
